numero,Lat,Long,Nom,Ville,Pays,Type,star,isReservable,horaires,adresse,photo
371,2.3500202,48.8806074,Les Arlots,75010,France,neobistrot/brasserie,,,,136 Rue du Faubourg Poissonnière,https://media.timeout.com/images/103257444/image.jpg
372,2.368177,48.8715463,Levantine,75010,France,sur_le_pouce/moyen_orient,,,,36 Rue Bichat,https://www.levantine.paris/wp-content/uploads/2014/07/41074_0008_f_1539799097-1030x687.jpg
373,2.3419789,48.8610196,Clover Grill,75001,France,brasserie,,,,6 Rue Bailleul,https://www.yonder.fr/sites/default/files/destinations/B-clover-grill-pizza-soufflee-01.jpg
374,-1.608927,43.424956,Providence Guéthary,Guéthary,France,sur_le_pouce/coffee_shop/brunch,,,,548 Av. du Général de Gaulle,https://media-cdn.tripadvisor.com/media/photo-s/0f/b6/35/a4/providence-cafe-bar-sur.jpg
375,2.3434734,48.8697061,Jòia,75002,France,neobistrot,,,,39 Rue des Jeuneurs,https://img.over-blog-kiwi.com/2/55/12/01/20180901/ob_c6929f_20180901-122029.jpg
376,,,Creperie Breizh Café Paris Marais,75003,France,crepes,,,,109 rue vielle du temple,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
377,,,Creperie Breizh Café Saint Malo,Saint-Malo,France,crepes,,,,6 rue de l'Orme,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
378,,,Creperie Breizh Café Cancale,Cancale,France,crepes,,,,7 quai Thomas,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
379,,,Creperie Breizh Café Abbesses,75018,France,crepes,,,,93 Rue des Martyrs,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
380,,,BREIZH Café Batignolles,75017,France,crepes,,,,31 Rue des Batignolles,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
381,,,BREIZH Café Montorgueil,75002,France,crepes,,,,14 Rue des Petits Carreaux,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
382,,,Breizh Café Paul Bert,75011,France,crepes,,,,23 Rue Paul Bert,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
383,,,BREIZH Café Odéon,75006,France,crepes,,,,1 Rue de l'Odéon,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
384,,,Breizh Café Canal Saint-Martin,75010,France,crepes,,,,112 Quai de Jemmapes,https://images.squarespace-cdn.com/content/v1/52888f09e4b01a99899b4edb/1493283607832-RD1W41L3KGNRQU6P13LD/Breizh+Cafe+%7C+www.theflyingflour.com?format=1000w
385,12.5559149,55.6922215,Bæst,Copenhague,Danemark,italien,,,,Guldbergsgade 29  2200 København N,https://media-cdn.tripadvisor.com/media/photo-s/14/67/e2/e8/pizza-n0-2.jpg
386,2.3346904,48.8818459,Pink Mamma,75009,France,italien,,,,20bis Rue de Douai,https://www.bigmammagroup.com/admin/wp-content/uploads/2017/03/pizzeria_popolare_01-1.jpg
387,2.3206392,48.8835178,Mamma Primi,75017,France,italien,,,,18 Rue Boursault,https://www.bigmammagroup.com/admin/wp-content/uploads/2017/03/pizzeria_popolare_01-1.jpg
388,2.3701153,48.8644444,Ober Mamma,75011,France,italien,,,,107 Bd Richard-Lenoir,https://www.bigmammagroup.com/admin/wp-content/uploads/2017/03/pizzeria_popolare_01-1.jpg
389,,,East Mamma,75011,France,italien,,,,133 Rue du Faubourg Saint-Antoine,https://www.bigmammagroup.com/admin/wp-content/uploads/2017/03/pizzeria_popolare_01-1.jpg
390,2.3094137,48.860528,Tomy & Co,75007,France,neobistrot,,,,22 Rue Surcouf,https://media-cdn.tripadvisor.com/media/photo-s/0d/22/7f/c6/gnocchis-fondant-truffes.jpg
391,,,La Felicità,75013,France,italien,,,,5 Parv. Alan Turing,https://www.bigmammagroup.com/admin/wp-content/uploads/2017/03/pizzeria_popolare_01-1.jpg
392,2.343293,48.868127,Pizzeria Popolare,75002,France,italien,,,,111 Rue Réaumur,https://www.bigmammagroup.com/admin/wp-content/uploads/2017/03/pizzeria_popolare_01-1.jpg
393,2.3794311,48.8702691,Tripletta Belleville,75020,France,italien,,,,88 Bd de Belleville,https://fr.newtable.com/uploads/medias/restaurants/images/large/4488-photo1.jpg
394,,,Tripletta Gaité,75014,France,italien,,,,1 Imp. de la Gaité,https://fr.newtable.com/uploads/medias/restaurants/images/large/4488-photo1.jpg
395,2.341917,48.8831097,Bijou,75018,France,italien,,,,10 Rue Dancourt,https://www.sortiraparis.com/images/80/91742/579478-pizzeria-bijou-10.jpg
396,2.3820566,48.8502275,Jouvence,75012,France,neobistrot,,,,172 Bis Rue du Faubourg Saint-Antoine,https://media-cdn.tripadvisor.com/media/photo-s/0c/c1/68/3d/la-devanture-du-restaurant.jpg
397,2.316977,48.89058,Coretta,75017,France,neobistrot,,,,151Bis Rue Cardinet,https://res.cloudinary.com/tf-lab/image/upload/restaurant/f81d77e7-ce40-47ad-80f4-a53f5ceb2c1e/dc06a755-fe2c-4af8-bb67-971424e456aa.jpg
399,2.341172,48.855031,Ze Kitchen Galerie,75006,France,neobistrot,,,,4 Rue des Grands Augustins,https://media-cdn.tripadvisor.com/media/photo-s/1a/9a/88/68/credit-photo-louis-laurent.jpg
400,2.3747656,48.8493191,Passerini,75012,France,neobistrot/italien,,,,65 Rue Traversière,https://media-cdn.tripadvisor.com/media/photo-s/0b/9a/77/57/restaurant-passerini.jpg
401,2.3445439,48.8750429,Abri Soba,75009,France,asiatique,,,,10 Rue Saulnier,https://media-cdn.tripadvisor.com/media/photo-s/0f/99/fc/a0/photo2jpg.jpg
402,2.3492905,48.8778727,Abri,75010,France,asiatique/neobistrot,,,,92 Rue du Faubourg Poissonnière,https://www.lexpress.fr/medias/2312/1183892.jpg
403,2.3849919,48.8654385,Popine - Ménilmontant,75020,France,italien,,,,108 Bd de Ménilmontant,https://media-cdn.tripadvisor.com/media/photo-p/15/83/99/4e/pizza.jpg
404,,,Popine - Saint Sauveur,75002,France,italien,,,,32 Rue Saint-Sauveur,https://media-cdn.tripadvisor.com/media/photo-p/15/83/99/4e/pizza.jpg
405,2.3862279,48.8686439,Dilia,75020,France,italien/neobistrot,,,,1 Rue d'Eupatoria,https://www.dilia.fr/wp-content/uploads/2015/08/10454901_678816165507012_2282628138985238412_o-600x401.jpg
406,2.389864,48.852931,Fulgurances l'Adresse,75011,France,neobistrot,,,,10 Rue Alexandre Dumas,https://cdn.radiofrance.fr/s3/cruiser-production/2019/01/f3c22f28-bbef-4a46-bd5d-b85a94009b77/838_rpuxan_bc_fulgurances_110a9909_1.jpg
407,,,Fulgurances - En Face,75011,France,neobistrot/vins/bar,,,,5 rue Alexandre Dumas,https://fulgurances.com/wp-content/uploads/2018/11/IMG_8503-Modifier-e1542121718269-420x600.jpg
408,,,Fulgurances - l'Entrepôt,75014,France,neobistrot,,,,7 Rue Francis de Pressensé,https://www.eau-a-la-bouche.fr/wp-content/uploads/2021/07/fulgurances-entrepot-paris-terrasse-scaled.jpg
409,2.3813876,48.8609891,Le Servan,75011,France,neobistrot,,,,32 Rue Saint-Maur,https://fulgurances.com/wp-content/uploads/2018/11/LA_SALLE_5.jpg
410,2.330282,48.855178,CLOVER GREEN,75007,France,brasserie/neobistrot,,,,5 Rue Perronet,https://images.squarespace-cdn.com/content/v1/6093fe458c37b128c4af4189/1626869877915-PPUKN01H8MGOQ45JDAAJ/Cerises+au+jus%2C+lait+de+riz+glace%CC%81%2C+riz+noir+souffle%CC%81+%C2%A9Nicolas-Lobbestael.jpg?format=750w
411,,,À l’Épi d’Or,75001,France,brasserie,,,,25 rue Jean-Jacques Rousseau,https://images.squarespace-cdn.com/content/v1/6093fe458c37b128c4af4189/1625416271977-PJLE4UW4NEVN3RUHGY4P/Steak+Tartare+frites%40BenedettaChiala.jpg?format=300w
412,,,La Poule au Pot,75001,France,brasserie,,,,9 rue Vauvilliers,https://images.squarespace-cdn.com/content/v1/6093fe458c37b128c4af4189/1625415216370-BS8PFXQQFNCZ14JH6KVY/Escargots+en+coquille%2C+beurre+d%27escargot+5+%C2%A9Nicolas+Lobbestael.jpg?format=750w
413,,,Clover Gordes,Gordes,France,neobistrot,,,,La Bastide de Gordes  Rue de la Combe,https://images.squarespace-cdn.com/content/v1/6093fe458c37b128c4af4189/1625418080735-VVDEBCTCS9MD75QSBVQV/CALMARS+CARBONARA+1+%40NicolasLobbestael.jpg?format=300w
414,,,MIMOSA,75008,France,brasserie/neobistrot,,,,2 rue Royale,https://images.squarespace-cdn.com/content/v1/6093fe458c37b128c4af4189/1633510557969-CONPM80TA872Y6KTL8HP/Gravelax+de+daurade.jpeg?format=300w
415,2.3402173,48.8802839,Coeur de Breizh - Paris 9,75009,France,crepes,,,,53 Rue des Martyrs,https://media-cdn.tripadvisor.com/media/photo-s/1b/d6/5f/5b/coeur-de-breizh.jpg
416,,,Coeur de Breizh - Paris 4,75004,France,crepes,,,,28 rue des lombards,https://media-cdn.tripadvisor.com/media/photo-s/1b/d6/5f/5b/coeur-de-breizh.jpg
417,,,Coeur de Breizh - Paris 14,75014,France,crepes,,,,16 rue d’Odessa,https://media-cdn.tripadvisor.com/media/photo-s/1b/d6/5f/5b/coeur-de-breizh.jpg
418,2.826625,49.4206877,Les Ferlempins,Compiègne,France,neobistrot,,,,13 Cr Guynemer,https://media-cdn.tripadvisor.com/media/photo-p/12/e8/42/1a/les-ferlempins.jpg
419,2.367232,48.863604,Le Clown Bar,75011,France,neobistrot/bar,,,,114 Rue Amelot,https://parisbymouth.com/wp-content/uploads/2017/07/Clown-Bar-restaurant-in-Paris-beef-tartare-anchovies-sureau.jpg
420,2.3718376,48.8645807,Aux Deux Amis,75011,France,neobistrot/bar,,,,45 Rue Oberkampf,https://i.pinimg.com/originals/4a/a6/bf/4aa6bf016e0c1461299fd2ed17992b6a.jpg
421,2.3362359,48.8661334,Restaurant Kunitoraya,75001,France,asiatique,,,,1 Rue Villédo,https://i.f1g.fr/media/ext/299x250_cropcenter/scope.lefigaro.fr/static/media/srcimages/photo_huge_lieu_r249594_1.jpg
422,,,Kunitoraya - Udon Bistro,75001,France,asiatique,,,,41 Rue de Richelieu,https://i.f1g.fr/media/ext/299x250_cropcenter/scope.lefigaro.fr/static/media/srcimages/photo_huge_lieu_r249594_1.jpg
423,2.3544485,48.8496723,Restaurant A.T,75005,France,neobistrot/gastronomique,,,,4bis Rue du Cardinal Lemoine,https://axwwgrkdco.cloudimg.io/v7/lefooding.com/medias/2021/07/10_58_31_209_restaurant_AT_paris_.jpg?width=672&height=448&optipress=3
424,2.349221,48.8644809,RESTAURANT ERH,75002,France,neobistrot/gastronomique,,,,11 Rue Tiquetonne,https://www.sortiraparis.com/images/80/68502/288951-erh-le-restaurant-tout-en-elegance-de-la-maison-du-sake-4.jpg
425,2.3271971,48.8561495,Racines des Prés,75007,France,neobistrot/gastronomique,,,,1 Rue de Gribeauval,https://media-cdn.tripadvisor.com/media/photo-s/17/bc/5f/0c/ceviche-de-daurade-radis.jpg
426,2.3466808,48.8816433,Faggio Rochechouart,75009,France,italien,,,,72 Rue de Rochechouart,https://www.groundcontrolparis.com/wp-content/uploads/2020/06/Faggio-Ground-Control-Paris-Fred-H-fred-h.com-e1592471989702.jpeg
427,,,Faggio Salumeria,75009,France,italien/vins/epicerie_fine,,,,72 Rue de Rochechouart,https://cdn.shopify.com/s/files/1/0535/1417/4651/files/salumeria1_480x480.png?v=1612260279
428,,,Faggio Osteria,75009,France,italien,,,,75 Rue de Rochechouart,https://cdn.shopify.com/s/files/1/0535/1417/4651/files/osteria1_480x480.png?v=1612260422
429,,,Faggio Panorama,75002,France,italien,,,,16 Passage des Panoramas,https://cdn.shopify.com/s/files/1/0535/1417/4651/files/panorama1_480x480.png?v=1612260479
430,2.3497837,48.8738436,Da Graziella,75010,France,italien,,,,43 Rue des Petites Écuries,https://media-cdn.tripadvisor.com/media/photo-s/14/b1/14/38/photo0jpg.jpg
431,2.3545001,48.8772256,Mamagoto,75010,France,neobistrot,,,,5 Rue des Petits Hôtels,https://res.cloudinary.com/tf-lab/image/upload/restaurant/3000c00f-53a1-4f60-be6b-4ae6c4b08854/d96abd29-c71c-496f-9d0b-dd625b527e59.jpg
432,2.383292,48.851282,Osteria Ferrara,75011,France,italien/neobistrot,,,,7 Rue du Dahomey,https://media-cdn.tripadvisor.com/media/photo-s/16/d9/8f/89/la-salle.jpg
433,2.3526883,48.8496889,Kitchen Ter(re),75005,France,neobistrot,,,,26 Bd Saint-Germain,https://media-cdn.tripadvisor.com/media/photo-s/1a/9a/8b/ab/credit-photo-louis-laurent.jpg
434,2.3644369,48.8537471,Vins Des Pyrenees,75004,France,brasserie,,,,25 Rue Beautreillis,https://d2ghx89bmumb3r.cloudfront.net/news-upload/2962/vins-des-pyrenees-paris-4-tiphaine-dubled-parisbouge-4-1986945746.jpg
435,2.3240873,48.8800841,Neva Cuisine,75008,France,gastronomique/neobistrot,,,,2 Rue de Berne,"https://static.wixstatic.com/media/e3a1d6_7b2a8b2e2b114718a1567b5c5727241f~mv2.jpg/v1/fill/w_640,h_426,al_c,q_80,usm_0.66_1.00_0.01/e3a1d6_7b2a8b2e2b114718a1567b5c5727241f~mv2.webp"
436,2.3254803,48.8476946,Quinsou,75006,France,neobistrot,,,,33 Rue de l'Abbé Grégoire,https://ugc.zenchef.com/3/5/3/5/2/0/1/5/0/7/9/3/8/1573645115_214/d7a0969202e13fbfe171b42df550d093.website.jpg
437,2.3377114,48.8530078,Yoshinori,75006,France,gastronomique/neobistrot,,,,18 Rue Grégoire de Tours,https://media-cdn.tripadvisor.com/media/photo-s/13/ee/f6/78/main-course.jpg
438,2.3304876,48.8528061,Le Bar des Prés,75006,France,asiatique/neobistrot/bar,,,,25 Rue du Dragon,https://www.lesrestos.com/img/media/notation/3-BarDesPres.jpg
439,2.3809707,48.8590191,cafe du coin,75011,France,brasserie/neobistrot,,,,9 Rue Camille Desmoulins,https://parisbymouth.com/wp-content/uploads/2018/07/cafe-du-coin-paris-75011-appetisers-1280x853.jpg
440,2.3417173,48.8714263,Racines,75002,France,gastronomique/neobistrot/italien,,,,8 Pass. des Panoramas,"https://static.lexpress.fr/medias_11743/w_1365,h_764,c_crop,x_0,y_685/w_1000,h_563,c_fill,g_north/v1517565906/racines-simone-tondo-tagliatelles-au-ragu_6012772.jpg"
441,2.352218,48.87957,Chez Michel,75010,France,brasserie/neobistrot,,,,10 Rue de Belzunce,https://www.restaurantchezmichel.fr/i/chez-michel-496062/3/4/8/6/2/6/1/5/0/2/7/9/6/1603616479_351/b9869c3bd70e1175e2f8ba06c125271b.jpg
442,2.3359041,48.8649757,Takara,75001,France,asiatique,,,,14 Rue Molière,https://media-cdn.tripadvisor.com/media/photo-s/11/bc/17/0a/anguille-grillee.jpg
443,2.3494468,48.8645163,Dalmata Pizza Montorgueil,75002,France,italien,,,,8 Rue Tiquetonne,https://media-cdn.tripadvisor.com/media/photo-p/16/4a/e4/13/black-delirium-is-famous.jpg
444,,,Giorgio,75011,France,italien,,,,21 RUE DE CHARONNE,https://www.sortiraparis.com/images/80/94371/656763-giorgio-13.jpg
445,2.377855,48.8656838,Chez Justine,75011,France,neobistrot/bar/italien,,,,96 Rue Oberkampf,https://images.squarespace-cdn.com/content/v1/5a7c5623ace864506cafe6e2/1520623791039-160Y7ZOW1T26MB94L4MM/5+Chez+Justine+1+.jpg?format=1000w
446,-1.5638833,43.4745482,Chéri Bibi,Biarritz,France,neobistrot/vins,,,,50 Rue d'Espagne,https://media-cdn.tripadvisor.com/media/photo-s/10/bb/e5/0b/cheri-bibi-la-conserverie.jpg
447,-1.5632375,43.450624,Elements,Bidart,France,neobistrot,,,,1247 Av. de Bayonne,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwIQSoT4frjFYCwT8x2cr6gkMRJ_EBHfS0Dg&usqp=CAU
448,-1.5642333,43.4791419,Carøe,Biarritz,France,neobistrot,,,,51 Rue Gambetta,https://kindabreak.com/wp-content/uploads/2018/04/IMG_1808.jpg
449,12.596201,55.677933,Restaurant Barr,Copenhague,Danemark,gastronomique/neobistrot,,,,Strandgade 93  1401 København,https://gr-images.viamichelin.com/images/michelin_guide/large/542869_pro_8.jpg
450,12.5823338,55.6774964,Admiralgade 26,Copenhague,Danemark,neobistrot,,,,Admiralgade 26  1066 København,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwBi9UfVsHV3gKOaTC1yHcf6z1YtdErpmi5w&usqp=CAU
451,12.5883076,55.6800202,Apollo Bar,Copenhague,Danemark,neobistrot/brunch/coffee_shop/vege,oui,,,Nyhavn 2  1051 København,https://24hkto1dz1v3ddyf93n0ye45-wpengine.netdna-ssl.com/wp-content/uploads/2018/08/Kinfolk_City_Guides_Copenhagen_Apollo-768x1024.jpg
452,12.6109365,55.6893475,La Banchina,Copenhague,Danemark,neobistrot/vege/brunch,,,,Refshalevej 141  1432 København,https://media.cntraveler.com/photos/5bfefa56597f4e4be66f8ecc/16:9/w_2560%2Cc_limit/La-Banchina_Anders-Bendixen_kage.jpg
453,,,POPL Burger,Copenhague,Danemark,sur_le_pouce/burger,,,,Strandgade 108  1401 København,https://poplburger.com/wp-content/uploads/2021/01/POPL_home_image-1-scaled.jpg
454,3.059011,50.628867,Restaurant Sébastopol,Lille,France,neobistrot,,,,1 Pl. Sébastopol,https://media-cdn.tripadvisor.com/media/photo-s/0f/48/84/a1/restaurant-sebastopol.jpg
455,3.0651635,50.6403954,Papà Raffaele,Lille,France,italien,,,,5 Rue Saint-Jacques,https://lilleaddict.fr/wordpress/wp-content/uploads/2020/03/img-20180412-210858-largejpg-550x400.jpg
456,2.3637096,48.8626592,Mr.T,75003,France,neobistrot/moyen_orient/sur_le_pouce,,,,38 Rue de Saintonge,https://media-cdn.tripadvisor.com/media/photo-s/18/34/21/30/potatoesso-good.jpg
457,2.3060051,48.8603009,Chez L'Ami Jean,75007,France,neobistrot/brasserie,,,,27 Rue Malar,https://www.orgyness.com/wp-content/uploads/2016/02/restaurant-ami-jean-paris-6.jpg
458,2.3605199,48.8700769,Les Résistants,75010,France,neobistrot/brunch,,,,16-18 Rue du Château d'Eau,https://www.paulette-magazine.com/assets/wysiwyg/les-resistants-food.PNG
459,2.3289756,48.8654493,Kinugawa Vendôme,75001,France,asiatique/gastronomique,,,,9 Rue du Mont Thabor,https://media-cdn.tripadvisor.com/media/photo-s/11/03/c1/f5/bar-a-cocktails.jpg
460,2.3186866,48.8502684,Aida,75007,France,asiatique,,,,1 Rue Pierre Leroux,https://media-cdn.tripadvisor.com/media/photo-s/02/69/53/43/filename-img-3605-jpg.jpg
461,2.3115407,48.8707341,Le Mermoz,75008,France,neobistrot,,,,16 Rue Jean Mermoz,https://media-cdn.tripadvisor.com/media/photo-s/15/8d/05/c3/cabillaud-semoule-a-la.jpg
462,2.3376223,48.8804054,Luz Verde,75009,France,sur_le_pouce,,,,24 Rue Henry Monnier,https://media-cdn.tripadvisor.com/media/photo-s/16/68/95/4d/ceviche-guacamole-frijoles.jpg
463,2.3781722,48.8615186,BRUTOS,75011,France,neobistrot,,,,5 Rue du Général Renault,https://media.vogue.fr/photos/60f5b39117788156874e3470/2:3/w_2560%2Cc_limit/207327253_330149101947320_6632565638444656234_n.jpg
464,2.3798916,48.8626015,Double Dragon,75011,France,asiatique/neobistrot,,,,52 Rue Saint-Maur,https://media-cdn.tripadvisor.com/media/photo-s/14/f9/26/66/photo5jpg.jpg
465,-1.8708151,48.6426099,Le Coquillage,Saint-Méloir-des-Ondes,France,gastronomique,,,,Le Buot,"https://static.lexpress.fr/medias_11900/w_1820,h_1365,c_crop,x_130,y_0/w_605,h_350,c_fill,g_north/v1532597248/le-coquillage-chateau-richeux-roellinger-1_6093251.jpg"
466,-1.9730193,48.5701336,Au Galichon,Saint-Suliac,France,crepes,oui,,,5 Rue de la Grande Cohue,https://media-cdn.tripadvisor.com/media/photo-s/1c/00/97/7c/au-galichon-saint-suliac.jpg
467,-2.0247719,48.6481443,Grain noir,Saint-Malo,France,crepes,oui,,,16 Rue de la Herse,https://media-cdn.tripadvisor.com/media/photo-s/0f/72/0b/b9/photo0jpg.jpg
468,-2.0242307,48.6496753,Tanpopo,Saint-Malo,France,asiatique,,,,5 Pl. de la Poissonnerie,https://media-cdn.tripadvisor.com/media/photo-s/0a/ba/72/2b/le-bento-3.jpg
469,-2.0252789,48.6480363,Otonali,Saint-Malo,France,asiatique/neobistrot,,,,6-8 Rue de l'Orme,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTvfT_GasNDi_z3GKLaIbJt5nm0upLiimAHQ&usqp=CAU
470,-1.6692,43.3826485,Chez Mattin,Ciboure,France,brasserie/neobistrot,,,,63 Rue Evariste Baignol,
471,-1.663738,43.383212,Restaurant Arrantzaleak Ciboure,Ciboure,France,brasserie,,,,18 Av. Jean Poulou,https://media-cdn.tripadvisor.com/media/photo-s/13/c3/02/52/photo0jpg.jpg
472,-1.6625295,43.3889398,Instincts,Saint-Jean-de-Luz,France,neobistrot,,,,20 Rue Joseph Garat,https://media-cdn.tripadvisor.com/media/photo-p/12/d3/09/3b/amuse-bouche-sarrasin.jpg
473,-1.6592763,43.3873182,ETXE NAMI,Saint-Jean-de-Luz,France,neobistrot/asiatique,,,,11 Av. Jaureguiberry,https://media-cdn.tripadvisor.com/media/photo-s/0e/d2/cd/60/sur-place-ou-a-emporter.jpg
474,-1.5971828,43.4004191,Ostalapia,Ahetze,France,brasserie,oui,,,2621 Chem. d'Ostalapea,
475,-1.564284,43.47948,Saline Ceviche Bar,Biarritz,France,brasserie,,,,62 Rue Gambetta,https://media-cdn.tripadvisor.com/media/photo-s/15/0a/1c/6f/photo1jpg.jpg
476,2.3723359,48.874196,Mulino Mulé,75010,France,brasserie/neobistrot/italien,,,,25 Rue Sainte-Marthe,https://img.over-blog-kiwi.com/2/55/12/01/20191114/ob_ce82b8_rigatoni-tomates-ricotta-mulino-mule-r.jpg
477,2.367436,48.858096,Soon Grill,75003,France,asiatique,,,,78 Rue des Tournelles,https://www.doitinparis.com/files/2015/week_end/05/les_tables_qui_font_sensations/soon_plat.jpg
478,2.356489,48.8744506,Takaramono,75010,France,asiatique/neobistrot,,,,3 Rue de la Fidélité,https://media-cdn.tripadvisor.com/media/photo-s/19/c7/07/84/hummus-de-petits-pois.jpg
479,2.3691085,48.8651318,Le Rigmarole,75011,France,neobistrot,,,,10 Rue du Grand Prieuré,https://media-cdn.tripadvisor.com/media/photo-s/14/26/9b/c2/img-20180808-211000-largejpg.jpg
